"Barcode","RouteCode","WorkCenterCode","JobDate","ProdQty","CompleteRoute","ProdDateTime"
"VVQO183R072711","V-26_BG","VVT_F5","2026-08-19","1067.00000","1","2026-08-19 18:14:49"
"VVQP183R072706","V-26","VVT_F5","2026-08-19","1063.00000","1","2026-08-19 11:26:16"
"VVQP263R072709","V-26","VVT_F5","2026-08-19","1073.00000","1","2026-08-19 11:24:59"
"VVQP263R072710","V-26","VVT_F5","2026-08-19","1073.00000","1","2026-08-19 11:25:18"
"VVQP283R072702","V-26","VVT_F5","2026-08-19","1064.00000","1","2026-08-19 11:25:35"
"VVQQ103R072707","V-26","VVT_F5","2026-08-19","1066.00000","1","2026-08-19 21:09:44"
"VVQQ103R072721","V-26","VVT_F5","2026-08-19","1069.00000","1","2026-08-19 19:09:34"
"VVQQ143R072721","V-26_HY","VVT_F5","2026-08-19","1052.00000","1","2026-08-19 13:44:41"
"VVQQ153R072734","V-26_HY","VVT_F5","2026-08-19","1057.00000","1","2026-08-19 17:05:34"
"VVQQ163R072702","V-26_HY","VVT_F5","2026-08-19","1040.00000","1","2026-08-19 17:10:47"
"VVQQ163R072734","V-26_HY","VVT_F5","2026-08-19","1066.00000","1","2026-08-19 14:12:23"
"VVQQ163R072735","V-26_HY","VVT_F5","2026-08-19","1059.00000","1","2026-08-19 14:08:22"
"VVQQ163R072736","V-26_HY","VVT_F5","2026-08-19","1062.00000","1","2026-08-19 14:04:19"
"VVQQ163R072737","V-26_HY","VVT_F5","2026-08-19","1060.00000","1","2026-08-19 13:59:58"
"VVQQ173R072709","V-26_HY","VVT_F5","2026-08-19","1059.00000","1","2026-08-19 13:55:53"
"VVQQ173R072710","V-26_HY","VVT_F5","2026-08-19","1057.00000","1","2026-08-19 13:49:28"
"VVQQ173R072713","V-26_HY","VVT_F5","2026-08-19","1050.00000","1","2026-08-19 13:08:00"
"VVQQ173R072714","V-26_HY","VVT_F5","2026-08-19","1047.00000","1","2026-08-19 12:44:24"
"VVQQ173R072719","V-26_HY","VVT_F5","2026-08-19","1056.00000","1","2026-08-19 16:19:09"
"VVQQ173R072726","V-26_HY","VVT_F5","2026-08-19","1054.00000","1","2026-08-19 15:45:08"
"VVQQ183R072715","V-26_HY","VVT_F5","2026-08-19","1051.00000","1","2026-08-19 17:08:43"
"VVQQ183R072718","V-26_HY","VVT_F5","2026-08-19","1071.00000","1","2026-08-19 18:26:05"
"VVQQ183R072719","V-26_HY","VVT_F5","2026-08-19","1059.00000","1","2026-08-19 21:26:03"
"VVQQ183R072720","V-26_HY","VVT_F5","2026-08-19","1055.00000","1","2026-08-19 10:29:02"
"VVQQ183R072724","V-26_HY","VVT_F5","2026-08-19","1054.00000","1","2026-08-19 14:29:20"
"VVQP313R072704","V-26","VVT_F1","2026-08-20","1073.00000","1","2026-08-21 02:15:58"
"VVQQ103R072706","V-26","VVT_F1","2026-08-20","1067.00000","","2026-08-20 19:26:57"
"VVQQ113R072703","V-26","VVT_F1","2026-08-20","1065.00000","","2026-08-20 19:26:34"
"VVQQ122R710601","V-26","VVT_F1","2026-08-20","1981.00000","","2026-08-21 07:26:42"
"VVQQ122R710602","V-26","VVT_F1","2026-08-20","1979.00000","","2026-08-21 07:26:17"
"VVQQ123R072705","V-26","VVT_F1","2026-08-20","1066.00000","","2026-08-20 23:21:15"
"VVQQ123R072712","V-26","VVT_F1","2026-08-20","1069.00000","","2026-08-20 23:21:57"
"VVQQ133R072705","V-26","VVT_F1","2026-08-20","1067.00000","","2026-08-20 19:27:54"
"VVQQ143R050701","V-26","VVT_F1","2026-08-20","1068.00000","","2026-08-20 17:04:45"
"VVQQ143R050703","V-26","VVT_F1","2026-08-20","1067.00000","","2026-08-20 14:56:43"
"VVQQ153R060676","V-26","VVT_F1","2026-08-20","465.99999","1","2026-08-20 13:50:49"
"VVQQ153R060693","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 16:28:41"
"VVQQ163R050702","V-26","VVT_F1","2026-08-20","1067.00000","","2026-08-21 03:32:14"
"VVQQ163R050703","V-26","VVT_F1","2026-08-20","1067.00000","","2026-08-21 01:45:04"
"VVQQ163R050704","V-26","VVT_F1","2026-08-20","1071.00000","","2026-08-20 18:58:19"
"VVQQ173R050704","V-26","VVT_F1","2026-08-20","1070.00000","","2026-08-20 08:53:22"
"VVQQ173R060661","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 19:30:39"
"VVQQ183R060603","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 18:44:35"
"VVQQ183R060612","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 12:04:26"
"VVQQ183R060623","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 18:44:19"
"VVQQ183R060625","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 10:49:21"
"VVQQ183R060629","V-26","VVT_F1","2026-08-20","495.00000","1","2026-08-20 14:46:45"
"VVQQ183R060630","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 11:35:11"
"VVQQ183R060631","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 13:38:37"
"VVQQ183R060632","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 13:58:26"
"VVQQ183R060633","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 16:35:12"
"VVQQ183R060635","V-26","VVT_F1","2026-08-20","493.00000","1","2026-08-20 18:19:23"
"VVQQ183R060636","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 10:45:45"
"VVQQ183R060637","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 11:35:26"
"VVQQ183R060638","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 18:19:37"
"VVQQ183R060639","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-20 13:38:49"
"VVQQ183R060640","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 11:35:43"
"VVQQ183R060641","V-26","VVT_F1","2026-08-20","499.99998","1","2026-08-20 18:19:04"
"VVQQ183R060642","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 22:54:47"
"VVQQ183R060643","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 14:46:30"
"VVQQ183R060644","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 03:47:08"
"VVQQ183R060645","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 10:43:27"
"VVQQ183R060646","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 14:46:04"
"VVQQ183R060647","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 04:20:36"
"VVQQ183R060648","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 04:59:13"
"VVQQ183R060649","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 04:20:59"
"VVQQ183R060650","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 19:19:29"
"VVQQ183R060651","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 19:19:57"
"VVQQ183R060652","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 20:43:20"
"VVQQ183R060653","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 19:20:54"
"VVQQ183R060654","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 19:19:12"
"VVQQ183R060655","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 00:19:37"
"VVQQ183R060656","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 22:55:01"
"VVQQ183R060657","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 01:17:59"
"VVQQ183R060658","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-21 04:20:49"
"VVQQ183R060659","V-26","VVT_F1","2026-08-20","500.00000","","2026-08-20 18:14:21"
"VVQQ183R060660","V-26","VVT_F1","2026-08-20","500.00000","1","2026-08-20 20:43:06"
"VVQQ183R060661","V-26","VVT_F1","2026-08-20","495.00000","","2026-08-20 17:38:17"
"VVQQ183R060662","V-26","VVT_F1","2026-08-20","492.00000","1","2026-08-21 00:20:23"
"VVQQ183R060663","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-21 00:19:11"
"VVQQ183R060664","V-26","VVT_F1","2026-08-20","497.00000","1","2026-08-21 13:55:23"
"VVQQ183R060665","V-26","VVT_F1","2026-08-20","495.00000","1","2026-08-21 01:17:41"
"VVQQ183R060666","V-26","VVT_F1","2026-08-20","497.00000","","2026-08-21 04:26:24"
"VVQQ183R060667","V-26","VVT_F1","2026-08-20","497.00000","","2026-08-21 01:15:13"
"VVQQ183R060669","V-26","VVT_F1","2026-08-20","497.00000","","2026-08-21 01:15:58"
"VVQQ193R072703","V-26","VVT_F1","2026-08-20","1070.00000","","2026-08-20 21:29:28"
"VVQQ133R072733","V-26_HY","VVT_F5","2026-08-20","1058.00000","","2026-08-21 06:28:16"
"VVQQ163R072727","V-26_HY","VVT_F5","2026-08-20","1056.00000","","2026-08-20 10:50:06"
"VVQQ173R072720","V-26_HY","VVT_F5","2026-08-20","1058.00000","","2026-08-20 09:10:00"
"VVQQ193R072709","V-26_HY","VVT_F5","2026-08-20","1040.00000","","2026-08-20 21:28:48"
"VVQQ193R072712","V-26_HY","VVT_F5","2026-08-20","1050.00000","","2026-08-20 14:54:36"
"VVQQ193R072713","V-26_HY","VVT_F5","2026-08-20","1044.00000","","2026-08-20 22:52:16"
"VVQQ193R072714","V-26_HY","VVT_F5","2026-08-20","1047.00000","","2026-08-20 19:49:20"
"VVQQ193R072716","V-26_HY","VVT_F5","2026-08-20","1051.00000","","2026-08-20 14:27:41"
"VVQQ193R072717","V-26_HY","VVT_F5","2026-08-20","1052.00000","","2026-08-20 18:21:34"
"VVQQ193R072718","V-26_HY","VVT_F5","2026-08-20","1050.00000","","2026-08-20 17:08:41"
"VVQQ193R072719","V-26_HY","VVT_F5","2026-08-20","1052.00000","","2026-08-21 06:26:23"
"VVQQ193R072720","V-26_HY","VVT_F5","2026-08-20","1058.00000","","2026-08-21 04:35:14"
"VVQQ193R072725","V-26_HY","VVT_F5","2026-08-20","1054.00000","","2026-08-21 07:58:28"
"VVQQ193R072729","V-26_HY","VVT_F5","2026-08-20","1053.00000","","2026-08-21 04:32:18"
"VVQQ203R072701","V-26_HY","VVT_F5","2026-08-20","1050.00000","","2026-08-21 01:04:48"
"VVQQ203R072704","V-26_HY","VVT_F5","2026-08-20","1059.00000","","2026-08-21 04:35:48"
"VVQQ122R710603","V-26","VVT_F1","2026-08-21","1977.00000","","2026-08-21 10:42:58"
"VVQQ122R710604","V-26","VVT_F1","2026-08-21","1985.00000","","2026-08-21 11:25:26"
"VVQQ153R060691","V-26","VVT_F1","2026-08-21","500.00000","1","2026-08-21 14:19:48"
"VVQQ153R060694","V-26","VVT_F1","2026-08-21","500.00000","1","2026-08-21 13:50:46"
"VVQQ153R060695","V-26","VVT_F1","2026-08-21","500.00000","1","2026-08-21 12:05:01"
"VVQQ153R060696","V-26","VVT_F1","2026-08-21","500.00000","1","2026-08-21 13:50:34"
"VVQQ163R050701","V-26","VVT_F1","2026-08-21","1070.00000","","2026-08-21 11:27:17"
"VVQQ183R060601","V-26","VVT_F1","2026-08-21","500.00000","1","2026-08-21 12:04:42"
"VVQQ183R060634","V-26","VVT_F1","2026-08-21","497.00000","1","2026-08-21 13:51:30"
"VVQQ183R060668","V-26","VVT_F1","2026-08-21","497.00000","1","2026-08-21 14:16:45"
"VVQQ183R060671","V-26","VVT_F1","2026-08-21","497.00000","","2026-08-21 14:12:40"
"VVQQ183R060675","V-26","VVT_F1","2026-08-21","497.00000","1","2026-08-21 14:04:19"
"VVQQ183R060676","V-26","VVT_F1","2026-08-21","497.00000","","2026-08-21 11:38:48"
"VVQQ183R060678","V-26","VVT_F1","2026-08-21","492.00000","","2026-08-21 13:50:04"
"VVQQ183R060679","V-26","VVT_F1","2026-08-21","497.00000","1","2026-08-21 13:51:44"
"VVQQ183R060680","V-26","VVT_F1","2026-08-21","497.00000","1","2026-08-21 13:51:04"
"VVQQ183R060683","V-26","VVT_F1","2026-08-21","497.00000","","2026-08-21 13:50:27"
"VVQQ183R060686","V-26","VVT_F1","2026-08-21","500.00000","","2026-08-21 11:38:38"
"VVQQ183R060687","V-26","VVT_F1","2026-08-21","500.00000","","2026-08-21 12:24:26"
"VVQQ183R060688","V-26","VVT_F1","2026-08-21","500.00000","","2026-08-21 11:38:57"
"VVQQ183R060689","V-26","VVT_F1","2026-08-21","500.00000","","2026-08-21 11:39:43"
"VVQQ183R060690","V-26","VVT_F1","2026-08-21","500.00000","","2026-08-21 14:23:23"
"VVQQ183R060693","V-26","VVT_F1","2026-08-21","500.00000","","2026-08-21 14:22:04"
"VVQQ212R710615","V-26","VVT_F1","2026-08-21","1984.00000","","2026-08-21 12:43:59"
"VVQQ212R710616","V-26","VVT_F1","2026-08-21","1981.00000","","2026-08-21 13:07:44"
"VVQQ193R072723","V-26_HY","VVT_F5","2026-08-21","1057.00000","","2026-08-21 10:44:09"
"VVQQ193R072727","V-26_HY","VVT_F5","2026-08-21","1056.00000","","2026-08-21 09:06:08"
"VVQQ203R072707","V-26_HY","VVT_F5","2026-08-21","1065.00000","","2026-08-21 10:35:09"
